Sample,Organism-name,Strain,BioSample,BioProject,Group,SubGroup,Assembly,Size,GC.,Replicons,WGS,Scaffolds,Genes,Proteins,Release.Date,Cas_genes,Level,GenBank.FTP,crispr,spacers,cas,IE,IF,IC,other/FP,type_other,Cas_genes,acrIE,acrIF,Acr_genes_hom,nb_hits_hom,nb_other_hom,gbaLC,gbaMC_IE,gbaMC_IF,gbaMC_IC,gbaHC_IE,gbaHC_IF,gbaHC_IC,phage
GCF_004370545.1_ASM437054v1,Pseudomonas aeruginosa,4044301968,SAMN10478362 ,PRJNA325248,Proteobacteria,Gammaproteobacteria,GCA_004370545.1 ,6.97982,65.9,-,RWMV01,32,6745,6538,2019/03/25,2019/03/28,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/370/545/GCA_004370545.1_ASM437054v1,0,0,0,0,0,0,0,[],[],1,1,"['AcrIE1', 'AcrIF12']",2,2,0,0,0,0,0,0,0,[]
GCF_004370605.1_ASM437060v1,Pseudomonas aeruginosa,5034388513,SAMN10478358 ,PRJNA325248,Proteobacteria,Gammaproteobacteria,GCA_004370605.1 ,6.80722,66.2,-,RWMZ01,30,6577,6385,2019/03/25,2019/03/28,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/370/605/GCA_004370605.1_ASM437060v1,0,0,0,0,0,0,0,[],[],0,0,[],0,0,0,0,0,0,0,0,0,[]
GCF_004370615.1_ASM437061v1,Pseudomonas aeruginosa,4064321111,SAMN10478360 ,PRJNA325248,Proteobacteria,Gammaproteobacteria,GCA_004370615.1 ,6.82553,66,-,RWMX01,26,6575,6373,2019/03/25,2019/03/28,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/370/615/GCA_004370615.1_ASM437061v1,2,31,1,0,1,0,0,[],"[['cas6_TypeIF (52191,52754,+)', 'cas3-cas2_TypeIF (45586,48816,+)', 'csy2_TypeIF (50165,51148,+)', 'cas1_TypeIF (44615,45589,+)', 'csy1_TypeIF (48874,50178,+)', 'csy3_TypeIF (51159,52187,+)']]",0,0,[],0,0,0,0,0,0,0,0,0,[]
GCF_004370625.1_ASM437062v1,Pseudomonas aeruginosa,5054408350-18,SAMN10478355 ,PRJNA325248,Proteobacteria,Gammaproteobacteria,GCA_004370625.1 ,6.5838,66.3,-,RWNC01,34,6335,5965,2019/03/25,2019/03/28,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/370/625/GCA_004370625.1_ASM437062v1,3,37,1,0,1,0,0,[],"[['csy3_TypeIF (1502,2530,-)', 'csy1_TypeIF (3511,4815,-)', 'cas3-cas2_TypeIF (4873,7215,-)', 'cas6_TypeIF (935,1498,-)', 'cas1_TypeIF (8099,9073,-)', 'csy2_TypeIF (2541,3524,-)']]",1,1,"['AcrIE1', 'AcrIF12']",2,0,0,0,1,0,0,0,0,[]
GCF_004370635.1_ASM437063v1,Pseudomonas aeruginosa,4064320487,SAMN10478354 ,PRJNA325248,Proteobacteria,Gammaproteobacteria,GCA_004370635.1 ,6.98123,66.1,-,RWND01,30,6729,6442,2019/03/25,2019/03/28,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/370/635/GCA_004370635.1_ASM437063v1,0,0,0,0,0,0,0,[],[],1,1,"['AcrIE1', 'AcrIF12']",2,2,0,0,0,0,0,0,0,[]
GCF_004370665.1_ASM437066v1,Pseudomonas aeruginosa,4094345258,SAMN10478350 ,PRJNA325248,Proteobacteria,Gammaproteobacteria,GCA_004370665.1 ,6.91104,66.1,-,RWNG01,56,6633,6377,2019/03/25,2019/03/28,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/370/665/GCA_004370665.1_ASM437066v1,0,0,0,0,0,0,1,['IIIU'],"[['csx3_TypeIIIU (18898,19776,-)']]",1,1,"['AcrIE1', 'AcrIF12']",2,2,0,0,0,0,0,0,0,[]
GCF_004370705.1_ASM437070v1,Pseudomonas aeruginosa,5054407658-16,SAMN10478345 ,PRJNA325248,Proteobacteria,Gammaproteobacteria,GCA_004370705.1 ,6.74739,65.9,-,RWNL01,36,6607,6385,2019/03/25,2019/03/28,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/370/705/GCA_004370705.1_ASM437070v1,1,4,0,0,0,0,1,['ID'],"[['cas3_TypeID (24899,31114,-)']]",0,0,[],0,0,0,0,0,0,0,0,0,[]
GCF_004370715.1_ASM437071v1,Pseudomonas aeruginosa,5024379144-15,SAMN10478349 ,PRJNA325248,Proteobacteria,Gammaproteobacteria,GCA_004370715.1 ,6.91941,66.1,-,RWNH01,78,6670,6390,2019/03/25,2019/03/28,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/370/715/GCA_004370715.1_ASM437071v1,0,0,0,0,0,0,3,['IIIU'],"[['csx3_TypeIIIU (18898,19776,-)'], ['cas3_TypeI (47695,49071,-)'], ['cas3a_TypeI (1558,3477,+)']]",1,1,"['AcrIE1', 'AcrIF12']",2,2,0,0,0,0,0,0,0,[]
GCF_004370735.1_ASM437073v1,Pseudomonas aeruginosa,4124363505,SAMN10478344 ,PRJNA325248,Proteobacteria,Gammaproteobacteria,GCA_004370735.1 ,6.35737,66.5,-,RWNM01,21,6077,5924,2019/03/25,2019/03/28,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/370/735/GCA_004370735.1_ASM437073v1,2,30,1,0,1,0,0,[],"[['cas3-cas2_TypeIF (110256,113486,-)', 'csy1_TypeIF (108894,110198,-)', 'cas1_TypeIF (113483,114457,-)']]",1,2,"['AcrIF2', 'AcrIE4-IF7']",2,2,0,0,3,0,0,0,0,"['D3112_NC_005178-gi|NP_938236.1||2.15e-108', 'JD024_NC_024330-gi|YP_009042211.1||1.17e-64', 'JD024_NC_024330-gi|YP_009042212.1||2.75e-32', 'JD024_NC_024330-gi|YP_009042213.1||9.86e-50']"
GCF_004370775.1_ASM437077v1,Pseudomonas aeruginosa,6102,SAMN10478343 ,PRJNA325248,Proteobacteria,Gammaproteobacteria,GCA_004370775.1 ,6.64631,66.3,-,RWNN01,59,6415,6110,2019/03/25,2019/03/28,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/370/775/GCA_004370775.1_ASM437077v1,3,34,1,0,1,0,1,[],"[['cas3_TypeI (31283,32632,-)'], ['cas3-cas2_TypeIF (4527,7757,-)', 'cas6_TypeIF (589,1152,-)', 'csy1_TypeIF (3165,4469,-)', 'csy2_TypeIF (2195,3178,-)', 'csy3_TypeIF (1156,2184,-)', 'cas1_TypeIF (7754,8728,-)']]",1,1,"['AcrIE1', 'AcrIF12']",2,0,2,0,0,0,0,0,0,[]
GCF_004370795.1_ASM437079v1,Pseudomonas aeruginosa,6098,SAMN10478341 ,PRJNA325248,Proteobacteria,Gammaproteobacteria,GCA_004370795.1 ,6.3328,66.5,-,RWNP01,44,6038,5751,2019/03/25,2019/03/28,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/370/795/GCA_004370795.1_ASM437079v1,3,35,1,1,0,0,0,[],"[['cas5_TypeIE (205379,206041,-)', 'cse1_TypeIE (207722,209290,-)', 'cas3_TypeI (209293,211965,-)', 'cas2_TypeIE (203580,203879,-)', 'cas6_TypeIE (204793,205404,-)', 'cas7_TypeIE (206043,207185,-)', 'cas1_TypeIE (203876,204748,-)', 'cse2_TypeIE (207195,207725,-)']]",0,0,[],0,0,6,0,0,0,0,0,0,[]
GCF_004370815.1_ASM437081v1,Pseudomonas aeruginosa,6097.3,SAMN10478340 ,PRJNA325248,Proteobacteria,Gammaproteobacteria,GCA_004370815.1 ,6.33899,66.5,-,RWNQ01,38,6029,5844,2019/03/25,2019/03/28,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/370/815/GCA_004370815.1_ASM437081v1,3,36,1,1,0,0,1,[],"[['cas1_TypeIE (201931,202803,-)', 'cas5_TypeIE (203434,204096,-)', 'cas6_TypeIE (202848,203459,-)', 'cas3_TypeI (207348,210020,-)', 'cse2_TypeIE (205250,205780,-)', 'cse1_TypeIE (205777,207345,-)', 'cas2_TypeIE (201635,201934,-)', 'cas7_TypeIE (204098,205240,-)'], ['cas3_TypeI (3831,5171,-)']]",0,0,[],0,0,2,0,0,0,0,0,0,[]
GCF_004370835.1_ASM437083v1,Pseudomonas aeruginosa,6097.1,SAMN10478339 ,PRJNA325248,Proteobacteria,Gammaproteobacteria,GCA_004370835.1 ,6.33602,66.5,-,RWNR01,36,6028,5847,2019/03/25,2019/03/28,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/370/835/GCA_004370835.1_ASM437083v1,3,36,1,1,0,0,1,[],"[['cas6_TypeIE (203168,203779,-)', 'cas1_TypeIE (202251,203123,-)', 'cas5_TypeIE (203754,204416,-)', 'cse1_TypeIE (206097,207665,-)', 'cse2_TypeIE (205570,206100,-)', 'cas2_TypeIE (201955,202254,-)', 'cas7_TypeIE (204418,205560,-)', 'cas3_TypeI (207668,210340,-)'], ['cas3_TypeI (22750,24090,+)']]",0,0,[],0,0,0,0,0,0,0,0,0,[]
GCF_004370865.1_ASM437086v1,Pseudomonas aeruginosa,19,SAMN10478408 ,PRJNA325248,Proteobacteria,Gammaproteobacteria,GCA_004370865.1 ,6.68146,66.2,-,RWLB01,43,6393,6190,2019/03/25,2019/03/28,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/370/865/GCA_004370865.1_ASM437086v1,1,14,0,0,0,0,0,[],[],1,1,"['AcrIF4', 'AcrIE3']",2,2,0,0,0,0,0,0,0,[]
GCF_004370875.1_ASM437087v1,Pseudomonas aeruginosa,14.2,SAMN10478403 ,PRJNA325248,Proteobacteria,Gammaproteobacteria,GCA_004370875.1 ,6.45531,66.4,-,RWLG01,36,6150,5936,2019/03/25,2019/03/28,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/370/875/GCA_004370875.1_ASM437087v1,3,41,1,0,1,0,0,[],"[['csy1_TypeIF (41894,43198,-)', 'csy3_TypeIF (39885,40913,-)', 'csy2_TypeIF (40924,41907,-)', 'cas3-cas2_TypeIF (43256,46486,-)', 'cas6_TypeIF (39318,39881,-)', 'cas1_TypeIF (46483,47457,-)']]",0,0,[],0,0,0,0,4,0,0,0,0,['YMC11/07/P54_PAE_BP_NC_030909-gi|YP_009273732.1||4.07e-54']
GCF_004370885.1_ASM437088v1,Pseudomonas aeruginosa,12,SAMN10478400 ,PRJNA325248,Proteobacteria,Gammaproteobacteria,GCA_004370885.1 ,6.40432,66.4,-,RWLJ01,37,6099,5925,2019/03/25,2019/03/28,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/370/885/GCA_004370885.1_ASM437088v1,0,0,0,0,0,0,0,[],[],0,0,[],0,0,0,0,0,0,0,0,0,[]
GCF_004370895.1_ASM437089v1,Pseudomonas aeruginosa,9,SAMN10478397 ,PRJNA325248,Proteobacteria,Gammaproteobacteria,GCA_004370895.1 ,7.04277,65.9,-,RWLM01,61,6781,6553,2019/03/25,2019/03/28,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/370/895/GCA_004370895.1_ASM437089v1,0,0,0,0,0,0,0,[],[],0,0,[],0,0,0,0,0,0,0,0,0,[]
GCF_004370925.1_ASM437092v1,Pseudomonas aeruginosa,11,SAMN10478399 ,PRJNA325248,Proteobacteria,Gammaproteobacteria,GCA_004370925.1 ,6.49347,66.3,-,RWLK01,27,6221,5987,2019/03/25,2019/03/28,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/370/925/GCA_004370925.1_ASM437092v1,3,36,1,0,1,0,0,[],"[['csy1_TypeIF (87442,88743,-)', 'csy2_TypeIF (86472,87455,-)', 'csy3_TypeIF (85433,86461,-)', 'cas6_TypeIF (84866,85429,-)', 'cas3-cas2_TypeIF (89154,92384,-)', 'cas1_TypeIF (92381,93355,-)']]",0,2,"['AcrIF5', 'AcrIF3']",2,1,8,0,0,0,0,0,0,"['JBD5_NC_020202-gi|YP_007392741.1||9.43e-24', 'JBD5_NC_020202-gi|YP_007392740.1||1.49e-37', 'FHA0480_NC_041851-gi|YP_009591719.1||1.14e-91']"
GCF_004370965.1_ASM437096v1,Pseudomonas aeruginosa,7,SAMN10478395 ,PRJNA325248,Proteobacteria,Gammaproteobacteria,GCA_004370965.1 ,6.78986,66.2,-,RWLO01,37,6535,6353,2019/03/25,2019/03/28,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/370/965/GCA_004370965.1_ASM437096v1,3,40,1,0,1,0,0,[],"[['cas1_TypeIF (47200,48174,-)', 'csy3_TypeIF (40252,41280,-)', 'cas6_TypeIF (39685,40248,-)', 'csy2_TypeIF (41291,42274,-)', 'csy1_TypeIF (42261,43562,-)', 'cas3-cas2_TypeIF (43973,47203,-)']]",0,0,[],0,0,0,0,0,0,0,0,0,[]
GCF_004370975.1_ASM437097v1,Pseudomonas aeruginosa,4084336477,SAMN10478387 ,PRJNA325248,Proteobacteria,Gammaproteobacteria,GCA_004370975.1 ,6.80184,66.2,-,RWLW01,19,6574,6390,2019/03/25,2019/03/28,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/370/975/GCA_004370975.1_ASM437097v1,0,0,0,0,0,0,0,[],[],0,0,[],0,0,0,0,0,0,0,0,0,[]
GCF_004370985.1_ASM437098v1,Pseudomonas aeruginosa,4,SAMN10478392 ,PRJNA325248,Proteobacteria,Gammaproteobacteria,GCA_004370985.1 ,6.43445,66.5,-,RWLR01,24,6181,5946,2019/03/25,2019/03/28,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/370/985/GCA_004370985.1_ASM437098v1,0,0,0,0,0,0,1,[],"[['cas3_TypeI (10535,12106,+)']]",1,1,"['AcrIF4', 'AcrIE3']",2,2,0,0,0,0,0,0,0,[]
GCF_004370995.1_ASM437099v1,Pseudomonas aeruginosa,4084334344,SAMN10478384 ,PRJNA325248,Proteobacteria,Gammaproteobacteria,GCA_004370995.1 ,6.61404,66.3,-,RWLZ01,25,6356,6183,2019/03/25,2019/03/28,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/370/995/GCA_004370995.1_ASM437099v1,3,34,1,0,1,0,0,[],"[['csy1_TypeIF (4403,5707,-)', 'csy2_TypeIF (3433,4416,-)', 'cas1_TypeIF (8992,9966,-)', 'cas3-cas2_TypeIF (5765,8995,-)', 'cas6_TypeIF (1827,2390,-)', 'csy3_TypeIF (2394,3422,-)']]",2,2,"['AcrIE1', 'AcrIF4', 'AcrIE3', 'AcrIF12']",4,2,8,0,0,0,0,0,0,"['JBD24_NC_020203-gi|YP_007392800.1||8.24e-49', 'JBD24_NC_020203-gi|YP_007392799.1||7.98e-72', 'JBD24_NC_020203-gi|YP_007392798.1||4.77e-41', 'JBD24_NC_020203-gi|YP_007392797.1||2.38e-111']"
GCF_004371005.1_ASM437100v1,Pseudomonas aeruginosa,5054408345,SAMN10478383 ,PRJNA325248,Proteobacteria,Gammaproteobacteria,GCA_004371005.1 ,5.88933,66.3,-,RWMA01,257,5949,5403,2019/03/25,2019/03/28,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/371/005/GCA_004371005.1_ASM437100v1,1,19,0,0,0,0,6,[],"[['cas3_TypeI (6576,10922,+)'], ['cas3_TypeI (39107,42559,-)'], ['cas3_TypeI (44655,46004,-)'], ['cas3_TypeI (15031,16602,+)'], ['cas3_TypeI (11232,12902,+)'], ['cas3_TypeI (10946,12322,-)']]",0,0,[],0,0,0,0,0,0,0,0,0,[]
GCF_004371055.1_ASM437105v1,Pseudomonas aeruginosa,5024383182,SAMN10478381 ,PRJNA325248,Proteobacteria,Gammaproteobacteria,GCA_004371055.1 ,6.57472,66.3,-,RWMC01,31,6307,6124,2019/03/25,2019/03/28,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/371/055/GCA_004371055.1_ASM437105v1,3,22,1,0,1,0,0,[],"[['cas3-cas2_TypeIF (4528,7758,-)', 'cas1_TypeIF (7755,8729,-)', 'csy3_TypeIF (1157,2185,-)', 'cas6_TypeIF (590,1153,-)', 'csy1_TypeIF (3166,4470,-)', 'csy2_TypeIF (2196,3179,-)']]",1,1,"['AcrIE1', 'AcrIF12']",2,0,2,0,0,0,0,0,0,[]
GCF_004371065.1_ASM437106v1,Pseudomonas aeruginosa,5024382749-13,SAMN10478370 ,PRJNA325248,Proteobacteria,Gammaproteobacteria,GCA_004371065.1 ,6.53089,66.3,-,RWMN01,26,6261,6068,2019/03/25,2019/03/28,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/371/065/GCA_004371065.1_ASM437106v1,2,37,1,0,1,0,0,[],"[['csy2_TypeIF (40728,41711,-)', 'cas6_TypeIF (39122,39685,-)', 'csy1_TypeIF (41698,43002,-)', 'cas3-cas2_TypeIF (43060,46290,-)', 'cas1_TypeIF (46287,47261,-)', 'csy3_TypeIF (39689,40717,-)']]",0,0,[],0,0,0,0,0,0,0,0,0,[]
GCF_004371075.1_ASM437107v1,Pseudomonas aeruginosa,4104355340-15,SAMN10478375 ,PRJNA325248,Proteobacteria,Gammaproteobacteria,GCA_004371075.1 ,7.05044,65.8,-,RWMI01,53,6816,6573,2019/03/25,2019/03/28,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/371/075/GCA_004371075.1_ASM437107v1,0,0,0,0,0,0,0,[],[],0,0,[],0,0,0,0,0,0,0,0,0,[]
GCF_004371095.1_ASM437109v1,Pseudomonas aeruginosa,4114358565,SAMN10478372 ,PRJNA325248,Proteobacteria,Gammaproteobacteria,GCA_004371095.1 ,6.51715,66.2,-,RWML01,49,6300,6056,2019/03/25,2019/03/28,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/371/095/GCA_004371095.1_ASM437109v1,2,37,1,0,1,0,0,[],"[['cas1_TypeIF (61705,62679,-)', 'csy2_TypeIF (56146,57129,-)', 'csy1_TypeIF (57116,58420,-)', 'cas3-cas2_TypeIF (58478,61708,-)', 'csy3_TypeIF (55107,56135,-)', 'cas6_TypeIF (54540,55103,-)']]",0,0,[],0,0,0,0,0,0,0,0,0,[]
GCF_004371145.1_ASM437114v1,Pseudomonas aeruginosa,2042723558,SAMN10478369 ,PRJNA325248,Proteobacteria,Gammaproteobacteria,GCA_004371145.1 ,6.55945,66.3,-,RWMO01,20,6322,6161,2019/03/25,2019/03/28,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/371/145/GCA_004371145.1_ASM437114v1,3,28,1,0,1,0,0,[],"[['csy2_TypeIF (186481,187464,+)', 'csy1_TypeIF (185193,186494,+)', 'cas3-cas2_TypeIF (181552,184782,+)', 'cas6_TypeIF (188507,189070,+)', 'csy3_TypeIF (187475,188503,+)', 'cas1_TypeIF (180581,181555,+)']]",0,0,[],0,0,2,0,0,0,0,0,0,[]
GCF_004371155.1_ASM437115v1,Pseudomonas aeruginosa,2032935751,SAMN10478363 ,PRJNA325248,Proteobacteria,Gammaproteobacteria,GCA_004371155.1 ,6.41983,66.3,-,RWMU01,19,6163,5994,2019/03/25,2019/03/28,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/371/155/GCA_004371155.1_ASM437115v1,4,57,2,1,1,0,1,[],"[['cse1_TypeIE (458385,459953,-)', 'cas3_TypeI (459956,462628,-)', 'cas7_TypeIE (456706,457848,-)', 'cse2_TypeIE (457858,458388,-)', 'cas5_TypeIE (456042,456704,-)', 'cas2_TypeIE (454822,455121,-)', 'cas6_TypeIE (455456,456067,-)'], ['cas6_TypeIF (38900,39463,-)', 'csy1_TypeIF (41476,42780,-)', 'cas3-cas2_TypeIF (42838,46068,-)', 'csy2_TypeIF (40506,41489,-)', 'cas1_TypeIF (46065,47039,-)', 'csy3_TypeIF (39467,40495,-)'], ['cas3a_TypeI (49148,51070,-)']]",1,1,"['AcrIE2', 'AcrIF3']",2,2,0,5,5,0,0,0,0,"['FHA0480_NC_041851-gi|YP_009591717.1||2.49e-111', 'MP22_NC_009818-gi|YP_001469158.1||3.32e-59', 'FHA0480_NC_041851-gi|YP_009591719.1||2.41e-101', 'FHA0480_NC_041851-gi|YP_009591720.1||5.69e-50']"
GCF_004371165.1_ASM437116v1,Pseudomonas aeruginosa,4094341901,SAMN10478361 ,PRJNA325248,Proteobacteria,Gammaproteobacteria,GCA_004371165.1 ,6.83152,66.1,-,RWMW01,48,6630,6328,2019/03/25,2019/03/28,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/371/165/GCA_004371165.1_ASM437116v1,0,0,0,0,0,0,0,[],[],1,1,"['AcrIE1', 'AcrIF12']",2,2,0,0,0,0,0,0,0,[]
GCF_004371225.1_ASM437122v1,Pseudomonas aeruginosa,5054408350-20,SAMN10478356 ,PRJNA325248,Proteobacteria,Gammaproteobacteria,GCA_004371225.1 ,6.60803,66.3,-,RWNB01,34,6357,6152,2019/03/25,2019/03/28,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/371/225/GCA_004371225.1_ASM437122v1,3,37,1,0,1,0,0,[],"[['csy1_TypeIF (3511,4815,-)', 'csy3_TypeIF (1502,2530,-)', 'cas6_TypeIF (935,1498,-)', 'csy2_TypeIF (2541,3524,-)', 'cas1_TypeIF (8100,9074,-)', 'cas3-cas2_TypeIF (4873,8103,-)']]",2,2,"['AcrIE1', 'AcrIE3', 'AcrIF4', 'AcrIF12']",4,2,0,0,3,0,0,0,0,"['JBD24_NC_020203-gi|YP_007392797.1||2.38e-111', 'JBD24_NC_020203-gi|YP_007392798.1||4.77e-41', 'JBD24_NC_020203-gi|YP_007392799.1||7.98e-72', 'JBD24_NC_020203-gi|YP_007392800.1||8.24e-49']"
GCF_004371235.1_ASM437123v1,Pseudomonas aeruginosa,5054408350-22,SAMN10478357 ,PRJNA325248,Proteobacteria,Gammaproteobacteria,GCA_004371235.1 ,6.58167,66.3,-,RWNA01,35,6329,5953,2019/03/25,2019/03/28,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/371/235/GCA_004371235.1_ASM437123v1,3,37,1,0,1,0,0,[],"[['csy2_TypeIF (2542,3525,-)', 'cas1_TypeIF (8100,9074,-)', 'csy1_TypeIF (3512,4816,-)', 'csy3_TypeIF (1503,2531,-)', 'cas3-cas2_TypeIF (4874,7216,-)', 'cas6_TypeIF (936,1499,-)']]",1,1,"['AcrIE1', 'AcrIF12']",2,0,0,0,0,0,0,0,0,[]
GCF_004371245.1_ASM437124v1,Pseudomonas aeruginosa,5034388498-21,SAMN10478353 ,PRJNA325248,Proteobacteria,Gammaproteobacteria,GCA_004371245.1 ,6.8062,66.1,-,RWNE01,24,6524,6315,2019/03/25,2019/03/28,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/371/245/GCA_004371245.1_ASM437124v1,0,0,0,0,0,0,0,[],[],1,2,"['AcrIE4', 'AcrIF3', 'AcrIF5']",3,2,0,0,0,0,0,0,0,[]
GCF_004371275.1_ASM437127v1,Pseudomonas aeruginosa,5034388498-20,SAMN10478352 ,PRJNA325248,Proteobacteria,Gammaproteobacteria,GCA_004371275.1 ,6.82001,66.1,-,RWNF01,20,6557,6351,2019/03/25,2019/03/28,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/371/275/GCA_004371275.1_ASM437127v1,0,0,0,0,0,0,0,[],[],1,2,"['AcrIF5', 'AcrIF3', 'AcrIE4']",3,2,0,0,0,0,0,0,0,[]
GCF_004371305.1_ASM437130v1,Pseudomonas aeruginosa,5024379144-14,SAMN10478348 ,PRJNA325248,Proteobacteria,Gammaproteobacteria,GCA_004371305.1 ,6.92703,66.1,-,RWNI01,85,6674,6394,2019/03/25,2019/03/28,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/371/305/GCA_004371305.1_ASM437130v1,0,0,0,0,0,0,2,['IIIU'],"[['cas3_TypeI (39134,40705,+)'], ['csx3_TypeIIIU (18898,19776,-)']]",1,1,"['AcrIE1', 'AcrIF12']",2,2,0,0,0,0,0,0,0,[]
GCF_004371315.1_ASM437131v1,Pseudomonas aeruginosa,41004355322,SAMN10478347 ,PRJNA325248,Proteobacteria,Gammaproteobacteria,GCA_004371315.1 ,6.97277,65.9,-,RWNJ01,44,6807,6574,2019/03/25,2019/03/28,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/371/315/GCA_004371315.1_ASM437131v1,1,4,0,0,0,0,1,['ID'],"[['cas3_TypeID (24921,31136,-)']]",0,0,[],0,0,0,0,0,0,0,0,0,[]
GCF_004371325.1_ASM437132v1,Pseudomonas aeruginosa,6093,SAMN10478336 ,PRJNA325248,Proteobacteria,Gammaproteobacteria,GCA_004371325.1 ,6.3476,66.4,-,RWNU01,39,6058,5819,2019/03/25,2019/03/28,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/371/325/GCA_004371325.1_ASM437132v1,1,6,0,0,0,0,0,[],[],0,0,[],0,0,0,0,0,0,0,0,0,[]
GCF_004371335.1_ASM437133v1,Pseudomonas aeruginosa,6095,SAMN10478337 ,PRJNA325248,Proteobacteria,Gammaproteobacteria,GCA_004371335.1 ,6.8955,66.1,-,RWNT01,64,6718,6516,2019/03/25,2019/03/28,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/371/335/GCA_004371335.1_ASM437133v1,0,0,0,0,0,0,0,[],[],0,0,[],0,0,0,0,0,0,0,0,0,[]
GCF_004371345.1_ASM437134v1,Pseudomonas aeruginosa,6099,SAMN10478342 ,PRJNA325248,Proteobacteria,Gammaproteobacteria,GCA_004371345.1 ,6.65199,66.1,-,RWNO01,58,6463,6290,2019/03/25,2019/03/28,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/371/345/GCA_004371345.1_ASM437134v1,2,20,1,1,0,0,0,[],"[['cse1_TypeIE (58718,60286,-)', 'cas3_TypeI (60289,62961,-)', 'cas5_TypeIE (56375,57037,-)', 'cas1_TypeIE (54872,55744,-)', 'cas2_TypeIE (54576,54875,-)', 'cse2_TypeIE (58191,58721,-)', 'cas6_TypeIE (55789,56400,-)', 'cas7_TypeIE (57039,58181,-)']]",1,2,"['AcrIE1', 'AcrIF3', 'AcrIF12']",3,2,0,0,0,0,2,0,0,"['JBD93_NC_030918-gi|YP_009274622.1||9.23e-50', 'JBD93_NC_030918-gi|YP_009274621.1||1.26e-101', 'FHA0480_NC_041851-gi|YP_009591717.1||2.49e-111']"
GCF_004371405.1_ASM437140v1,Pseudomonas aeruginosa,6092.2,SAMN10478334 ,PRJNA325248,Proteobacteria,Gammaproteobacteria,GCA_004371405.1 ,6.44175,66.4,-,RWNW01,26,6116,5972,2019/03/25,2019/03/28,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/371/405/GCA_004371405.1_ASM437140v1,3,37,1,1,0,0,0,[],"[['cas3_TypeI (624995,627667,+)', 'cas5_TypeIE (630919,631581,+)', 'cas7_TypeIE (629775,630917,+)', 'cse1_TypeIE (627670,629238,+)', 'cas2_TypeIE (633081,633380,+)', 'cas1_TypeIE (632212,633084,+)', 'cse2_TypeIE (629235,629765,+)', 'cas6_TypeIE (631556,632167,+)']]",0,0,[],0,0,0,0,0,0,0,0,0,[]
